date,asset_0,asset_1,asset_2,asset_3,asset_4
2020-01-02,100.0,100.0,100.0,100.0,100.0
2020-01-03,99.44864412790318,99.63594104532666,100.2107799114019,99.25330490502913,99.84508517176036
2020-01-06,99.69025171213059,98.66004948989472,100.40047218302313,99.71281209897793,99.22541108460621
2020-01-07,100.62256012236033,99.77425023696019,101.13819651257394,100.71796975255516,99.22541108460621
2020-01-08,99.86061378620735,101.31084114230717,102.48015087043065,99.46868600232541,102.09140558446865
2020-01-09,100.24156632434027,100.7355341823698,103.55511662579752,99.85640604948897,101.93648336913121
2020-01-10,99.95974066510526,100.24033752576594,103.96262159565141,99.58357426736126,101.70410743322284
2020-01-13,100.49246769815011,99.57770246243419,103.18274342796256,99.8707490637563,98.06351663086879
2020-01-14,101.1738541046264,99.92718027014685,102.59959031872567,100.10051904151447,96.74670734889175
2020-01-15,100.88271402586541,100.81563786993787,103.21787519998146,99.72715511324527,96.12703326173758
2020-01-16,101.57656091826355,100.50979765086079,102.4520518852425,100.244093335085,94.50038693618346
2020-01-17,101.4216506719276,101.02680648601701,102.36071142213564,100.34463203353998,95.12006102333761
2020-01-20,101.65086997503569,101.696811512014,102.95790866361077,100.34463203353998,94.34547210794382
2020-01-21,102.49640884257146,101.37639676174162,102.79631537717768,100.7610315569247,95.19752213100634
2020-01-22,102.81547154996686,100.50979765086079,102.98601836951056,101.06258868146813,95.50735917458341
2020-01-23,102.61414393057777,101.56566719431805,103.09843575168645,100.25844945397932,94.81022397976054
2020-01-24,102.62651158175346,101.92256127505381,103.13355680299374,100.45950064163529,92.17660541580643
2020-01-27,102.74421572484442,102.63625681580962,103.36541363346466,100.2153876496098,90.31758315434395
2020-01-28,101.8305052087513,103.46638321199248,103.96964366177055,99.78458614113617,88.53602200055019
2020-01-29,100.1982331278522,105.07576738413098,104.6792690061332,97.7168135968368,85.97986454426481
2020-01-30,101.2482250512293,104.25285878800898,103.7448196181304,98.63584108936143,87.14175161090442
2020-01-31,101.164560315044,105.27237470054564,104.30689580829824,98.65019065594227,86.44461641608153
2020-02-03,101.49287555213465,105.28694261597553,104.31391787441737,98.56402773332215,85.82494232892736
2020-02-04,99.65001300717942,106.24821994561972,104.91814790272326,96.89832480276718,83.96592006746488
2020-02-05,100.3902566426871,106.16215545341842,104.2366322642604,97.12808822821184,81.25484039584207
2020-02-06,101.92031766812322,104.73246208554463,102.88062305345377,98.75070314514325,80.86754224459627
2020-02-07,103.09730752417366,103.58718708835468,103.00709528857959,99.69843632314307,82.88148672139619
2020-02-10,103.44421034042914,104.05403519018242,103.56213869191666,99.97127465758429,83.19132376497328
2020-02-11,102.89289572821947,105.35245854081752,103.83614936052564,99.02354147958447,81.95197559066494
2020-02-12,103.66105167738976,105.6442270268704,104.10313796301547,99.22456645798641,80.71262741635663
2020-02-13,103.84067659613359,105.11174391642331,103.7448196181304,99.89948095848553,81.33230150351079
2020-02-14,104.50966440651881,104.57923434291456,103.66050122114265,100.244093335085,83.73354413155653
2020-02-17,104.39815956147342,104.98049374648082,104.25068711721028,99.54047970142418,83.96592006746488
2020-02-18,104.5654374589851,105.43999173293955,104.68629107225233,99.36815385618392,84.81797009052741
2020-02-19,104.29597945092578,106.16215545341842,106.02824543010905,98.73635357856242,84.81797009052741
2020-02-20,104.79461550220606,106.1548053380494,106.64651959065321,99.06662949320804,86.59953863141898
2020-02-21,104.3640892096524,106.98642689721463,107.0821342664069,98.47789101995605,87.37412754681277
2020-02-24,103.28935166895212,107.98571179913161,108.6910665060418,98.01837727369373,86.44461641608153
2020-02-25,99.86372890768781,109.59774889319898,109.66766973218269,94.09821983470479,83.19132376497328
2020-02-26,96.83763594874945,110.18131894413179,107.70744121378182,92.54737895993162,80.55770520101917
2020-02-27,96.48142902793975,109.59774889319898,108.1781769408428,92.66226067265396,78.93105887546506
2020-02-28,92.14829504862787,110.78673425244399,108.19925385991182,89.91958673248247,75.75522733202553
2020-03-02,91.76113289747764,113.28872410928477,104.25068711721028,89.37392316822704,73.19906987574015
2020-03-03,95.73497577941474,112.45526998310136,104.82680743961639,90.5226813246288,76.83966067809422
2020-03-04,92.99384423113541,114.20113077985519,108.12196824975484,89.79034234855229,76.60728474218585
2020-03-05,96.90266153091099,112.98844774891637,108.31167124208771,92.47558526083286,76.37490141917968
2020-03-06,93.68147119554443,115.800968402509,110.65130574515432,90.02008611705644,74.43841805004847
2020-03-09,92.13281227597172,121.82767929071585,110.69345958329238,88.67029642993923,67.62199570425487
2020-03-10,84.93776874369627,125.12960780617976,110.87612978879449,81.79205119191496,50.503486119199984
2020-03-11,89.3328338136328,118.71566293707303,108.53649528572787,84.80757657115468,56.080556597136344
2020-03-12,84.97797650373205,114.34719364854764,108.15006723494301,80.48534951842133,53.756778770308244
2020-03-13,76.84755069963359,115.05583474453123,103.83614936052564,71.6398507776122,50.65840464098852
2020-03-16,83.41696024795542,112.45526998310136,100.66746078551296,75.9764470538669,53.91169729209678
2020-03-17,74.28916950655031,119.73846026925239,99.51520941998913,68.13611907126199,46.86289901039483
2020-03-18,78.30019270430297,111.75394592365974,100.86418584396498,71.4531819181046,44.22928044644073
2020-03-19,74.3356332969765,105.44962428737456,98.85477070059528,67.36070518618891,36.4833469699159
2020-03-20,74.4935864599904,108.32050260763701,96.98587192458966,68.40895740570319,41.59566188248664
2020-03-23,71.2833299947208,116.46566758464823,98.44024366462226,67.56174982153136,38.264911817258564
2020-03-24,69.46075699927569,121.26522014720211,102.78929331105854,66.77196016062341,37.80015625189294
2020-03-25,75.75411727256467,119.0078945267045,107.77769403710802,72.42962733389312,38.57474886083565
2020-03-26,76.88817621602688,118.73757435210652,106.30225609871802,74.78460088384156,39.349341469778345
2020-03-27,81.37765422275348,119.3220507629003,107.66528737564376,78.13037596847289,37.41285810064714
2020-03-30,78.95378026180636,122.50709193512395,106.969716884231,75.90465335476814,34.6243210149045
2020-03-31,81.51785016183159,121.49894190755937,107.44045261129199,77.44111845370642,32.76529875344202
2020-04-01,80.3027929023917,120.51280914727481,104.01883028673937,76.76622361014783,32.61038023165348
2020-04-02,76.68878265384832,122.2011524795657,105.00245557899936,73.36299784068508,33.92718951363052
2020-04-03,78.4584037416116,122.9766921953617,106.72380520081019,74.79895700273592,39.58172109923561
2020-04-06,77.32434479814941,123.26926780479444,107.2507496189591,73.09017261087088,45.70100825020632
2020-04-07,82.51792793671888,122.94746374378622,110.2227238562314,76.96724858854977,42.44771559909806
2020-04-08,82.6020774765783,121.65986378535969,109.63253796016377,77.39805009702339,39.42680257744707
2020-04-09,85.37489146070935,120.77467437368053,108.6559347340229,78.02986347927192,41.59566188248664
2020-04-10,86.67404668514972,120.99414577534753,111.49441467005026,79.79609855596838,38.57474886083565
2020-04-13,85.88270267939644,119.88947173047053,113.40546728419396,79.03503423747615,38.18745070958984
2020-04-14,88.4156471520466,119.8601903527718,114.29775211334707,80.44226150479776,36.09604881867009
2020-04-15,86.53698134000973,123.0351887931051,113.71460972482184,77.92934443775744,34.31448397132743
2020-04-16,86.95449013816491,124.43250460506891,113.61624719559585,77.972419346754,33.772270991841985
2020-04-17,89.30355992369397,122.76452459870586,111.41010699377416,80.04019844336689,32.61038023165348
2020-04-20,87.73022759160057,123.75216575350359,112.2040292937013,78.84835882565507,29.04725053696814
2020-04-21,85.06646348922901,125.31042990632938,111.43820597896233,77.31188717440325,21.766072625808924
2020-04-22,86.95449013816491,124.03013375291401,113.63029132783412,78.61860850483741,19.442292952206365
2020-04-23,86.94823926526043,124.68854795791499,114.76146577428892,78.37448896049838,20.44926519060633
2020-04-24,88.16018656070578,124.98115003040937,114.26965312815894,79.27914067718815,19.907048517571983
2020-04-27,89.43130053433617,122.65482197669941,113.51085187953909,80.32738634438894,16.96359475681526
2020-04-28,89.02004260908546,124.06674539868554,113.00498438045918,80.93049404116229,16.49883919144964
2020-04-29,91.35045261064715,123.42291234064524,113.63029132783412,82.9551851241516,17.428350322180883
2020-04-30,90.49993161173704,121.98176046708362,111.57170028020724,81.23205116570571,18.512781821475123
2020-05-01,88.10407311417045,123.02632366745749,112.26023798478923,79.46580953669574,18.261038761875128
2020-05-04,88.34709384953302,122.44768236175416,112.65368810169325,79.43709074659353,19.04531400927642
2020-05-05,89.16336914210173,121.66382001307407,113.13145661558497,79.58068469710456,20.82687885661909
2020-05-06,88.55896337009108,119.70071071183055,111.67708487555237,79.06376613220537,20.18783949254775
2020-05-07,89.62759444749194,121.70044489037643,113.39141243124406,80.25559264529019,19.819906618219125
2020-05-08,91.11059857162397,120.11820520370966,112.70989679278118,81.61976466055576,20.78814830278473
2020-05-11,91.1292789855349,119.18059246693224,112.0073042352493,81.54795130451647,20.49767653612483
2020-05-12,89.31289497316354,120.4039004171174,112.44290819029135,80.51405520389653,20.304027460501928
2020-05-13,87.73336334302459,121.24631228966413,113.52490673248899,79.89660449285584,19.945779071406346
2020-05-14,88.78328306159915,122.43300859407773,114.529608943818,79.13554017436361,20.768784872642
2020-05-15,89.19140523542582,122.11803200297126,115.17599281026195,79.20734697808939,21.678930726456063
2020-05-18,91.90814187542279,119.43701953417205,114.30478490017784,82.40952155989618,23.537954834693004
2020-05-19,90.96414660215547,119.88384832987317,115.40784964073288,81.27511952238876,23.663827287880228
2020-05-20,92.50944284092478,120.24272714023154,115.68186030934184,82.96956089998648,24.53524443463438
2020-05-21,91.87076041765734,120.54310935284649,113.99564245954996,82.00746505077879,25.755229178799976
2020-05-22,92.04522785050635,121.26832955694418,114.67013603189369,81.77771472996113,24.757939578858597
2020-05-25,93.17933836882749,119.6420950303098,113.0401161524781,84.11832560870174,24.84508147821146
2020-05-26,94.56569120729111,119.42233253496481,113.24386327704926,85.13785248580031,24.206042114140118
2020-05-27,94.3912237744421,118.98283400733649,113.62326926171498,85.9419786086621,24.235090029515888
2020-05-28,94.81184769407774,119.83256291642522,114.45935612049179,85.64042803643217,25.058093983977088
2020-05-29,95.19503858108898,119.02571739871544,114.98630053864072,87.55025051132617,25.387296304471352
2020-06-01,95.98325715039002,118.59299341486557,114.24155414297077,88.36874585770931,26.210302105707008
2020-06-02,97.26059105200953,117.01605957205656,112.13377647037508,90.47960641563225,26.258715297999956
2020-06-03,97.00516140558408,115.32177528242869,113.31412682108709,90.09188636846869,26.626646325554127
2020-06-04,99.49135842608385,114.50024276551167,111.01664615615854,91.64271413861485,27.953138245989766
2020-06-05,100.6939706720596,114.94038963815005,112.2180841466512,92.83456686095369,27.469017403706964
2020-06-08,99.94309230063688,116.24593155236487,113.30007196813719,91.62837112434751,27.517428749225463
2020-06-09,99.38543398077661,117.9695633773456,114.92306978143363,91.42731993669155,27.527111387684055
